reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
76;2020-08-16;2;2;4;66;68;134;69;753886
76;2020-08-16;2;3;5;66;67;133;79;572470
76;2020-08-16;2;0;2;70;57;127;89;325110
76;2020-08-16;0;0;0;34;19;53;90;96100
76;2020-08-16;18;24;42;847;806;1656;0;5924858
84;2020-08-16;2;0;2;32;47;82;09;940637
84;2020-08-16;3;3;6;74;73;148;19;999616
84;2020-08-16;3;5;8;153;133;286;29;894918
84;2020-08-16;7;6;13;121;99;220;39;1005784
84;2020-08-16;2;5;7;86;99;186;49;1035354
84;2020-08-16;2;3;5;76;84;161;59;1044459
84;2020-08-16;1;2;3;54;73;127;69;926660
84;2020-08-16;0;2;2;68;82;150;79;687362
84;2020-08-16;0;0;0;96;57;153;89;387722
84;2020-08-16;0;0;0;51;22;73;90;109865
84;2020-08-16;20;26;46;811;769;1586;0;8032377
93;2020-08-16;1;2;3;37;52;89;09;551927
93;2020-08-16;4;2;6;61;49;110;19;576838
93;2020-08-16;9;11;20;156;124;280;29;509956
93;2020-08-16;5;6;11;118;145;264;39;599102
93;2020-08-16;5;2;7;84;85;169;49;631386
93;2020-08-16;3;3;6;70;94;164;59;678493
93;2020-08-16;3;3;6;69;83;152;69;632786
93;2020-08-16;1;0;1;71;72;143;79;509519
93;2020-08-16;3;0;3;83;64;148;89;284990
93;2020-08-16;1;0;1;57;18;75;90;80654
93;2020-08-16;35;29;64;806;786;1594;0;5055651
94;2020-08-16;0;0;0;2;1;3;09;33744
94;2020-08-16;0;0;0;0;1;1;19;34811
94;2020-08-16;0;0;0;5;3;8;29;33361
94;2020-08-16;0;0;0;5;2;7;39;43624
94;2020-08-16;0;0;0;4;4;9;49;45205
94;2020-08-16;0;0;0;3;4;7;59;47970
94;2020-08-16;0;0;0;5;5;10;69;45095
94;2020-08-16;0;0;0;4;6;10;79;36685
94;2020-08-16;0;0;0;4;1;5;89;19405
94;2020-08-16;0;0;0;5;1;6;90;4779
94;2020-08-16;0;0;0;37;28;66;0;344679
01;2020-08-17;2;2;4;16;16;32;09;40134
01;2020-08-17;3;0;3;85;77;162;19;50483
01;2020-08-17;20;10;30;103;77;180;29;34558
01;2020-08-17;16;11;27;147;94;241;39;37149
01;2020-08-17;2;3;5;158;101;259;49;48928
01;2020-08-17;3;2;5;125;96;221;59;60524
01;2020-08-17;2;1;3;78;51;129;69;51113
01;2020-08-17;0;0;0;22;19;41;79;33062
01;2020-08-17;0;0;0;4;3;7;89;16008
01;2020-08-17;0;0;0;0;1;1;90;4920
01;2020-08-17;48;29;77;738;535;1275;0;376879
02;2020-08-17;0;0;0;22;15;37;09;33991
02;2020-08-17;5;1;6;85;89;176;19;43014
02;2020-08-17;6;4;10;88;71;159;29;31496
02;2020-08-17;10;5;15;136;76;212;39;34280
02;2020-08-17;5;2;7;121;86;208;49;42967
02;2020-08-17;3;3;6;110;67;178;59;62671
02;2020-08-17;3;0;3;73;56;129;69;52556
02;2020-08-17;1;1;2;11;10;21;79;33509
02;2020-08-17;0;1;2;3;7;11;89;18767
02;2020-08-17;1;0;1;4;3;7;90;5498
02;2020-08-17;34;17;52;653;480;1138;0;358749
03;2020-08-17;0;3;3;22;29;52;09;62043
03;2020-08-17;4;2;6;121;81;204;19;58638
03;2020-08-17;5;4;9;101;68;170;29;40421
03;2020-08-17;2;1;3;94;39;133;39;39602
03;2020-08-17;3;2;5;89;71;160;49;34757
03;2020-08-17;2;3;5;66;79;145;59;27026
03;2020-08-17;3;4;7;45;47;92;69;17446
03;2020-08-17;0;0;0;5;10;15;79;7368
03;2020-08-17;0;0;0;3;0;3;89;2721
03;2020-08-17;0;0;0;1;0;1;90;669
03;2020-08-17;19;19;38;547;424;975;0;290691
04;2020-08-17;1;2;3;38;35;73;09;121691
04;2020-08-17;6;5;11;174;180;354;19;134452
04;2020-08-17;2;3;5;249;169;418;29;98215
04;2020-08-17;3;3;6;266;226;492;39;104568
04;2020-08-17;0;3;3;275;249;524;49;113615
04;2020-08-17;4;3;7;304;259;563;59;125597
04;2020-08-17;3;3;6;154;192;348;69;89851
04;2020-08-17;0;2;2;65;71;136;79;46693
04;2020-08-17;0;0;0;21;24;45;89;20815
04;2020-08-17;0;0;0;5;3;8;90;4462
04;2020-08-17;19;24;43;1551;1408;2961;0;859959
05;2020-08-17;0;0;0;0;0;0;09;703.704828175651
05;2020-08-17;0;0;0;0;2;2;19;723.725880519921
05;2020-08-17;0;0;0;0;0;0;29;475.133162078732
05;2020-08-17;0;0;0;1;0;1;39;764.547319147651
05;2020-08-17;0;0;0;0;0;0;49;1017.17633756848
05;2020-08-17;0;0;0;1;0;1;59;978.233665832332
05;2020-08-17;0;0;0;0;1;1;69;674.735312241807
05;2020-08-17;0;0;0;0;0;0;79;405.196420115493
05;2020-08-17;0;0;0;0;0;0;89;210.595968638888
05;2020-08-17;0;0;0;0;0;0;90;43.9511056810479
05;2020-08-17;0;0;0;2;3;5;0;5997
06;2020-08-17;0;0;0;3;1;5;09;84963
06;2020-08-17;1;2;4;18;20;40;19;65294
06;2020-08-17;3;2;5;37;29;66;29;36651
06;2020-08-17;0;2;2;40;32;72;39;37697
06;2020-08-17;3;4;7;36;33;69;49;28132
06;2020-08-17;1;0;1;21;16;37;59;14768
06;2020-08-17;0;0;0;9;13;22;69;7746
06;2020-08-17;0;0;0;1;4;5;79;3034
06;2020-08-17;0;0;0;1;0;1;89;1005
06;2020-08-17;0;0;0;0;0;0;90;181
06;2020-08-17;8;10;19;166;148;317;0;279471
07;2020-08-17;0;0;0;0;1;1;09;1034
07;2020-08-17;0;0;0;0;4;4;19;835
07;2020-08-17;0;0;0;6;3;9;29;1605
07;2020-08-17;0;1;1;8;10;18;39;1752
07;2020-08-17;0;0;0;2;3;5;49;1808
07;2020-08-17;0;0;0;3;2;5;59;1548
07;2020-08-17;0;0;0;1;2;3;69;742
07;2020-08-17;0;0;0;1;0;1;79;421
07;2020-08-17;0;0;0;0;1;1;89;181
07;2020-08-17;0;0;0;0;0;0;90;35
07;2020-08-17;0;1;1;21;26;47;0;9961
08;2020-08-17;0;0;0;0;1;1;09;5712.98144471701
08;2020-08-17;1;0;1;1;4;5;19;5939.43465671908
08;2020-08-17;0;1;1;4;4;8;29;3799.05464202964
08;2020-08-17;2;0;2;17;6;23;39;4598.38462039786
08;2020-08-17;0;1;1;8;6;14;49;5611.98359257117
08;2020-08-17;2;0;2;6;7;13;59;5042.53434487755
08;2020-08-17;2;0;2;3;2;5;69;3060.02499200135
08;2020-08-17;0;0;0;1;0;1;79;1152.93437717932
08;2020-08-17;0;0;0;0;0;0;89;346.012162334751
08;2020-08-17;0;0;0;0;0;0;90;70.6551671722845
08;2020-08-17;7;2;9;40;30;70;0;35334
11;2020-08-17;16;18;34;484;516;1022;09;1594856
11;2020-08-17;63;88;151;1272;1281;2567;19;1546109
11;2020-08-17;259;256;515;3964;3368;7338;29;1651917
11;2020-08-17;143;171;314;3000;2816;5824;39;1757848
11;2020-08-17;70;87;157;2147;2102;4252;49;1671811
11;2020-08-17;62;49;111;2048;1802;3851;59;1538636
11;2020-08-17;38;33;71;1374;1298;2676;69;1177841
11;2020-08-17;11;22;33;745;802;1548;79;792962
11;2020-08-17;13;9;22;495;402;897;89;424358
11;2020-08-17;4;2;6;301;92;393;90;121872
11;2020-08-17;679;735;1416;15834;14505;30404;0;12278210
24;2020-08-17;7;3;10;55;70;127;09;284406
24;2020-08-17;13;13;26;232;260;495;19;314164
24;2020-08-17;19;26;45;485;432;918;29;248773
24;2020-08-17;10;8;18;340;353;693;39;292368
24;2020-08-17;13;16;29;369;292;661;49;320587
24;2020-08-17;8;10;18;315;289;604;59;340563
24;2020-08-17;8;3;11;287;252;539;69;330686
24;2020-08-17;3;4;7;196;191;387;79;240021
24;2020-08-17;3;1;4;158;115;273;89;144224
24;2020-08-17;0;0;0;118;50;168;90;43281
24;2020-08-17;84;84;168;2556;2306;4868;0;2559073
27;2020-08-17;1;0;1;64;64;129;09;293052
27;2020-08-17;6;1;7;233;311;548;19;333965
27;2020-08-17;19;19;38;484;415;899;29;276000
27;2020-08-17;4;8;12;360;335;695;39;315411
27;2020-08-17;8;9;17;333;286;619;49;341897
27;2020-08-17;10;4;14;342;285;627;59;373767
27;2020-08-17;2;6;8;267;272;539;69;370797
27;2020-08-17;0;0;0;208;257;466;79;274422
27;2020-08-17;1;1;2;138;122;260;89;158471
27;2020-08-17;0;0;0;85;33;118;90;45257
27;2020-08-17;51;48;99;2514;2380;4900;0;2783039
28;2020-08-17;1;0;1;83;90;180;09;367591
28;2020-08-17;6;3;9;261;197;460;19;413746
28;2020-08-17;8;12;21;441;408;852;29;341929
28;2020-08-17;6;5;11;336;294;631;39;385115
28;2020-08-17;5;4;9;300;274;576;49;407095
28;2020-08-17;2;4;6;297;254;551;59;435868
28;2020-08-17;4;3;7;279;307;586;69;428446
28;2020-08-17;0;2;2;205;227;432;79;298735
28;2020-08-17;1;2;3;211;139;350;89;175068
28;2020-08-17;1;0;1;124;44;168;90;49907
28;2020-08-17;34;35;70;2537;2234;4786;0;3303500
32;2020-08-17;6;0;6;208;192;402;09;731751
32;2020-08-17;9;15;24;543;640;1187;19;793787
32;2020-08-17;22;33;55;913;827;1740;29;690891
32;2020-08-17;20;24;44;861;749;1613;39;752457
32;2020-08-17;12;15;27;734;675;1410;49;759226
32;2020-08-17;6;14;20;691;621;1312;59;763464
32;2020-08-17;6;7;13;520;561;1082;69;702149
32;2020-08-17;9;5;14;418;436;854;79;452001
32;2020-08-17;4;4;8;304;201;505;89;253185
32;2020-08-17;2;1;3;132;44;176;90;63751
32;2020-08-17;96;118;214;5325;4946;10282;0;5962662
44;2020-08-17;7;2;9;185;214;406;09;598364
44;2020-08-17;14;12;26;581;582;1166;19;659759
44;2020-08-17;23;46;69;1026;1071;2097;29;616448
44;2020-08-17;17;13;30;898;743;1641;39;675514
44;2020-08-17;17;18;35;780;688;1468;49;694218
44;2020-08-17;11;10;21;859;710;1569;59;754610
44;2020-08-17;8;5;13;690;703;1394;69;703015
44;2020-08-17;2;4;6;480;544;1024;79;465823
44;2020-08-17;1;2;3;393;314;707;89;276017
44;2020-08-17;2;0;2;197;59;257;90;67979
44;2020-08-17;102;112;214;6090;5629;11731;0;5511747
52;2020-08-17;4;3;7;123;136;264;09;437494
52;2020-08-17;8;14;22;396;401;808;19;496015
52;2020-08-17;26;28;54;688;630;1318;29;397640
52;2020-08-17;17;17;34;537;437;974;39;456089
52;2020-08-17;19;5;24;540;424;964;49;487292
52;2020-08-17;11;6;17;518;417;935;59;483216
52;2020-08-17;3;4;7;409;444;853;69;463141
52;2020-08-17;1;5;6;400;363;763;79;327708
52;2020-08-17;1;4;5;265;186;452;89;195383
52;2020-08-17;2;0;2;184;47;231;90;57819
52;2020-08-17;92;86;178;4060;3486;7565;0;3801797
53;2020-08-17;4;0;4;123;152;285;09;356171
53;2020-08-17;5;5;10;340;436;784;19;417460
53;2020-08-17;12;14;26;624;504;1130;29;336312
53;2020-08-17;6;6;12;482;403;886;39;378200
53;2020-08-17;10;7;17;488;441;929;49;424113
53;2020-08-17;8;8;16;447;352;800;59;442875
53;2020-08-17;7;4;11;365;380;746;69;436709
53;2020-08-17;2;0;2;301;303;605;79;310902
53;2020-08-17;0;0;0;171;125;296;89;188000
53;2020-08-17;0;0;0;102;37;139;90;49637
53;2020-08-17;54;44;98;3443;3133;6600;0;3340379
75;2020-08-17;3;0;4;180;232;423;09;598395
75;2020-08-17;24;16;41;709;666;1390;19;694926
75;2020-08-17;39;39;78;1170;1121;2293;29;595642
75;2020-08-17;15;13;28;822;773;1597;39;679104
75;2020-08-17;13;18;31;884;698;1582;49;757513
75;2020-08-17;15;12;27;799;671;1471;59;804241
75;2020-08-17;10;9;19;596;634;1230;69;809683
75;2020-08-17;4;1;5;434;417;852;79;601384
75;2020-08-17;3;1;4;320;206;526;89;353294
75;2020-08-17;0;0;0;235;77;312;90;105800
75;2020-08-17;126;109;237;6152;5496;11680;0;5999982
76;2020-08-17;7;10;18;253;293;560;09;624545
76;2020-08-17;24;21;45;705;923;1640;19;695911
76;2020-08-17;65;75;140;1525;1288;2814;29;635780
76;2020-08-17;54;55;109;1273;1056;2330;39;694345
76;2020-08-17;36;41;77;1054;968;2023;49;740353
76;2020-08-17;25;32;57;1018;800;1820;59;786358
76;2020-08-17;16;14;30;710;711;1421;69;753886
76;2020-08-17;6;9;15;472;520;992;79;572470
76;2020-08-17;2;2;4;358;235;593;89;325110
76;2020-08-17;0;0;0;213;90;303;90;96100
76;2020-08-17;235;259;495;7585;6889;14505;0;5924858
84;2020-08-17;10;8;18;268;339;610;09;940637
84;2020-08-17;27;30;57;872;811;1687;19;999616
84;2020-08-17;81;95;176;1591;1546;3137;29;894918
84;2020-08-17;42;55;97;1210;1091;2301;39;1005784
84;2020-08-17;23;31;54;1011;892;1903;49;1035354
84;2020-08-17;19;31;50;925;899;1824;59;1044459
84;2020-08-17;12;15;27;680;691;1372;69;926660
84;2020-08-17;6;3;9;537;548;1085;79;687362
84;2020-08-17;3;3;6;415;287;702;89;387722
84;2020-08-17;6;0;6;261;94;355;90;109865
84;2020-08-17;229;271;500;7770;7198;14976;0;8032377
93;2020-08-17;11;11;22;312;336;649;09;551927
93;2020-08-17;56;32;88;1101;1011;2117;19;576838
93;2020-08-17;156;177;334;2539;2189;4734;29;509956
93;2020-08-17;77;104;181;1879;1819;3702;39;599102
93;2020-08-17;71;64;135;1640;1381;3027;49;631386
93;2020-08-17;63;60;124;1726;1339;3067;59;678493
93;2020-08-17;37;39;76;1048;1061;2112;69;632786
93;2020-08-17;14;11;25;732;785;1518;79;509519
93;2020-08-17;7;9;16;560;399;959;89;284990
93;2020-08-17;6;1;7;358;103;461;90;80654
93;2020-08-17;498;508;1008;11898;10426;22353;0;5055651
94;2020-08-17;0;0;0;12;12;26;09;33744
94;2020-08-17;0;1;1;49;41;93;19;34811
94;2020-08-17;0;1;1;49;50;99;29;33361
94;2020-08-17;1;1;2;52;47;99;39;43624
94;2020-08-17;0;1;1;50;42;92;49;45205
94;2020-08-17;2;1;3;60;39;99;59;47970
94;2020-08-17;1;0;1;47;29;76;69;45095
94;2020-08-17;0;0;0;42;32;74;79;36685
94;2020-08-17;0;0;0;12;13;25;89;19405
94;2020-08-17;0;0;0;5;1;6;90;4779
94;2020-08-17;4;5;9;378;306;689;0;344679
01;2020-08-18;0;1;1;5;5;11;09;40134
01;2020-08-18;5;1;6;73;85;158;19;50483
01;2020-08-18;11;14;25;124;63;187;29;34558
01;2020-08-18;10;7;17;118;70;188;39;37149
01;2020-08-18;3;4;7;143;75;218;49;48928
01;2020-08-18;3;4;7;151;66;217;59;60524
01;2020-08-18;3;1;4;77;83;160;69;51113
01;2020-08-18;2;2;4;40;23;63;79;33062
01;2020-08-18;0;1;1;4;4;8;89;16008
01;2020-08-18;0;0;0;1;0;1;90;4920
01;2020-08-18;37;35;72;736;474;1211;0;376879
02;2020-08-18;0;0;0;2;15;17;09;33991
02;2020-08-18;1;4;5;69;56;125;19;43014
02;2020-08-18;3;3;6;98;61;159;29;31496
02;2020-08-18;6;2;8;87;68;156;39;34280
02;2020-08-18;3;4;7;95;79;174;49;42967
02;2020-08-18;1;2;3;114;73;187;59;62671
02;2020-08-18;0;0;1;63;42;106;69;52556
02;2020-08-18;0;0;0;19;20;39;79;33509
02;2020-08-18;1;0;1;23;15;38;89;18767
02;2020-08-18;0;0;0;8;3;11;90;5498
02;2020-08-18;15;15;31;579;432;1013;0;358749
03;2020-08-18;0;0;0;16;18;34;09;62043
03;2020-08-18;9;4;14;51;65;118;19;58638
03;2020-08-18;10;3;13;77;41;118;29;40421
03;2020-08-18;9;6;15;67;51;118;39;39602
03;2020-08-18;3;4;7;53;60;114;49;34757
03;2020-08-18;1;2;3;38;41;79;59;27026
03;2020-08-18;2;0;2;17;22;39;69;17446
03;2020-08-18;1;0;1;11;8;19;79;7368
03;2020-08-18;0;1;1;4;4;8;89;2721
03;2020-08-18;0;0;0;1;0;1;90;669
03;2020-08-18;35;20;56;335;310;648;0;290691
04;2020-08-18;0;0;0;79;74;154;09;121691
04;2020-08-18;3;2;5;157;152;310;19;134452
04;2020-08-18;9;3;12;196;158;354;29;98215
04;2020-08-18;5;1;6;246;185;431;39;104568
04;2020-08-18;3;3;6;279;208;487;49;113615
04;2020-08-18;4;3;7;228;210;438;59;125597
04;2020-08-18;3;4;7;126;145;271;69;89851
04;2020-08-18;1;0;1;49;61;110;79;46693
04;2020-08-18;0;0;0;15;13;28;89;20815
04;2020-08-18;0;0;0;4;4;8;90;4462
04;2020-08-18;28;16;44;1379;1210;2591;0;859959
05;2020-08-18;0;0;0;0;0;0;09;703.704828175651
05;2020-08-18;0;0;0;1;0;1;19;723.725880519921
05;2020-08-18;0;0;0;0;0;0;29;475.133162078732
05;2020-08-18;0;0;0;0;0;0;39;764.547319147651
05;2020-08-18;0;0;0;1;0;1;49;1017.17633756848
05;2020-08-18;0;0;0;0;2;2;59;978.233665832332
05;2020-08-18;0;0;0;0;1;1;69;674.735312241807
05;2020-08-18;0;0;0;0;0;0;79;405.196420115493
05;2020-08-18;0;0;0;0;0;0;89;210.595968638888
05;2020-08-18;0;0;0;0;0;0;90;43.9511056810479
05;2020-08-18;0;0;0;2;3;5;0;5997
06;2020-08-18;0;0;0;6;4;10;09;84963
06;2020-08-18;1;2;3;34;28;62;19;65294
06;2020-08-18;1;5;6;37;43;80;29;36651
06;2020-08-18;0;2;2;36;46;82;39;37697
06;2020-08-18;1;1;2;19;42;61;49;28132
06;2020-08-18;0;0;0;22;25;47;59;14768
06;2020-08-18;0;1;1;7;11;18;69;7746
06;2020-08-18;0;0;0;2;3;5;79;3034
06;2020-08-18;0;0;0;0;0;0;89;1005
06;2020-08-18;0;0;0;0;0;0;90;181
06;2020-08-18;3;11;14;163;202;365;0;279471
07;2020-08-18;0;0;0;0;0;0;09;1034
07;2020-08-18;0;0;0;3;3;6;19;835
07;2020-08-18;0;0;0;1;3;4;29;1605
07;2020-08-18;0;0;0;7;12;19;39;1752
07;2020-08-18;0;0;0;7;3;10;49;1808
07;2020-08-18;0;0;0;2;3;5;59;1548
07;2020-08-18;0;0;0;0;1;1;69;742
07;2020-08-18;0;0;0;0;0;0;79;421
07;2020-08-18;0;0;0;0;0;0;89;181
07;2020-08-18;0;0;0;0;0;0;90;35
07;2020-08-18;0;0;0;20;25;45;0;9961
08;2020-08-18;1;0;1;1;1;2;09;5712.98144471701
08;2020-08-18;2;0;2;8;6;14;19;5939.43465671908
08;2020-08-18;0;3;3;9;9;18;29;3799.05464202964
08;2020-08-18;2;2;4;25;14;39;39;4598.38462039786
08;2020-08-18;2;2;4;15;10;25;49;5611.98359257117
08;2020-08-18;4;0;4;11;9;20;59;5042.53434487755
08;2020-08-18;1;0;1;5;6;11;69;3060.02499200135
08;2020-08-18;1;2;3;1;4;5;79;1152.93437717932
08;2020-08-18;0;0;0;0;0;0;89;346.012162334751
08;2020-08-18;0;0;0;0;0;0;90;70.6551671722845
08;2020-08-18;13;9;22;75;59;134;0;35334
11;2020-08-18;13;13;27;410;489;909;09;1594856
11;2020-08-18;57;61;118;1191;1161;2365;19;1546109
11;2020-08-18;236;260;497;3947;3416;7395;29;1651917
11;2020-08-18;125;156;281;2888;2727;5632;39;1757848
11;2020-08-18;72;84;156;2162;1919;4089;49;1671811
11;2020-08-18;68;64;133;1976;1645;3627;59;1538636
11;2020-08-18;37;43;80;1332;1265;2598;69;1177841
11;2020-08-18;10;18;28;735;720;1455;79;792962
11;2020-08-18;8;8;16;564;397;961;89;424358
11;2020-08-18;11;2;13;342;88;430;90;121872
11;2020-08-18;637;709;1350;15550;13838;29481;0;12278210
24;2020-08-18;3;4;7;70;81;152;09;284406
24;2020-08-18;13;7;20;211;213;427;19;314164
24;2020-08-18;21;24;45;520;480;1000;29;248773
24;2020-08-18;10;20;30;415;424;839;39;292368
24;2020-08-18;8;4;12;373;328;701;49;320587
24;2020-08-18;7;4;11;402;308;710;59;340563
24;2020-08-18;6;3;9;284;277;561;69;330686
24;2020-08-18;0;2;2;238;227;465;79;240021
24;2020-08-18;1;1;2;189;126;315;89;144224
24;2020-08-18;0;0;0;169;55;224;90;43281
24;2020-08-18;69;69;138;2871;2519;5394;0;2559073
27;2020-08-18;0;2;2;61;81;144;09;293052
27;2020-08-18;4;9;14;242;234;481;19;333965
27;2020-08-18;10;22;32;429;417;846;29;276000
27;2020-08-18;4;9;13;356;281;639;39;315411
27;2020-08-18;7;5;12;310;284;594;49;341897
27;2020-08-18;6;4;10;334;243;577;59;373767
27;2020-08-18;1;4;5;244;297;541;69;370797
27;2020-08-18;3;2;5;213;220;433;79;274422
27;2020-08-18;0;1;1;160;133;293;89;158471
27;2020-08-18;0;0;0;68;31;99;90;45257
27;2020-08-18;35;58;94;2417;2221;4647;0;2783039
28;2020-08-18;2;0;2;76;95;177;09;367591
28;2020-08-18;5;5;10;273;255;537;19;413746
28;2020-08-18;14;17;31;510;474;985;29;341929
28;2020-08-18;6;9;15;352;334;686;39;385115
28;2020-08-18;11;6;17;361;281;643;49;407095
28;2020-08-18;6;3;9;347;266;613;59;435868
28;2020-08-18;1;2;3;314;337;651;69;428446
28;2020-08-18;2;3;5;237;256;494;79;298735
28;2020-08-18;1;1;2;206;135;341;89;175068
28;2020-08-18;0;0;0;160;46;206;90;49907
28;2020-08-18;48;46;94;2836;2479;5333;0;3303500
32;2020-08-18;7;10;17;184;228;413;09;731751
32;2020-08-18;14;12;26;525;597;1123;19;793787
32;2020-08-18;32;38;70;930;896;1826;29;690891
32;2020-08-18;17;21;38;800;740;1540;39;752457
32;2020-08-18;18;18;36;725;635;1361;49;759226
32;2020-08-18;11;10;21;670;568;1238;59;763464
32;2020-08-18;8;6;14;560;532;1092;69;702149
32;2020-08-18;4;2;6;381;372;753;79;452001
32;2020-08-18;1;2;3;339;207;546;89;253185
32;2020-08-18;1;0;1;152;51;204;90;63751
32;2020-08-18;113;119;233;5267;4826;10098;0;5962662
44;2020-08-18;5;3;9;193;182;378;09;598364
44;2020-08-18;17;10;27;546;553;1103;19;659759
44;2020-08-18;26;28;54;1037;903;1942;29;616448
44;2020-08-18;12;16;28;865;703;1570;39;675514
44;2020-08-18;9;13;22;800;670;1470;49;694218
44;2020-08-18;12;15;27;735;670;1405;59;754610
44;2020-08-18;4;2;6;662;639;1301;69;703015
44;2020-08-18;2;1;3;504;540;1045;79;465823
44;2020-08-18;0;0;0;388;295;683;89;276017
44;2020-08-18;1;0;1;164;76;240;90;67979
44;2020-08-18;88;88;177;5895;5233;11140;0;5511747
52;2020-08-18;2;0;2;122;118;251;09;437494
52;2020-08-18;11;11;22;353;355;719;19;496015
52;2020-08-18;28;29;57;663;651;1314;29;397640
52;2020-08-18;16;23;39;535;490;1026;39;456089
52;2020-08-18;14;17;31;492;513;1007;49;487292
52;2020-08-18;12;10;22;477;452;929;59;483216
52;2020-08-18;4;4;8;427;367;794;69;463141
52;2020-08-18;1;2;3;337;319;656;79;327708
52;2020-08-18;0;1;1;213;185;398;89;195383
52;2020-08-18;1;0;1;127;40;167;90;57819
52;2020-08-18;89;97;186;3747;3490;7263;0;3801797
53;2020-08-18;3;1;4;116;153;272;09;356171
53;2020-08-18;7;6;13;317;322;645;19;417460
53;2020-08-18;19;19;38;593;509;1104;29;336312
53;2020-08-18;8;8;16;429;406;835;39;378200
53;2020-08-18;2;12;14;421;391;812;49;424113
53;2020-08-18;7;6;13;402;345;748;59;442875
53;2020-08-18;5;4;9;334;272;606;69;436709
53;2020-08-18;0;1;1;235;215;451;79;310902
53;2020-08-18;2;0;2;184;134;318;89;188000
53;2020-08-18;1;0;1;81;36;117;90;49637
53;2020-08-18;54;57;111;3112;2783;5908;0;3340379
75;2020-08-18;6;5;11;201;232;440;09;598395
75;2020-08-18;24;19;43;679;656;1342;19;694926
75;2020-08-18;61;61;122;1279;1118;2398;29;595642
75;2020-08-18;24;20;44;862;758;1622;39;679104
75;2020-08-18;17;18;35;817;755;1572;49;757513
75;2020-08-18;22;19;41;772;673;1445;59;804241
75;2020-08-18;10;12;22;597;546;1145;69;809683
75;2020-08-18;4;2;6;432;389;821;79;601384
75;2020-08-18;8;2;10;295;211;506;89;353294
75;2020-08-18;5;1;6;180;63;244;90;105800
75;2020-08-18;181;159;340;6119;5401;11540;0;5999982
76;2020-08-18;8;7;15;213;223;438;09;624545
76;2020-08-18;22;18;40;626;762;1407;19;695911
76;2020-08-18;71;65;136;1386;1282;2672;29;635780
76;2020-08-18;55;62;118;1101;1075;2177;39;694345
76;2020-08-18;24;40;64;983;825;1808;49;740353
76;2020-08-18;30;41;71;996;829;1827;59;786358
76;2020-08-18;21;26;47;661;607;1268;69;753886
76;2020-08-18;8;14;22;428;478;906;79;572470
76;2020-08-18;6;4;10;368;279;647;89;325110
76;2020-08-18;2;1;3;238;90;328;90;96100
76;2020-08-18;247;278;526;7005;6457;13490;0;5924858
84;2020-08-18;8;5;13;219;262;487;09;940637
84;2020-08-18;17;23;40;654;779;1434;19;999616
84;2020-08-18;61;84;145;1502;1335;2839;29;894918
84;2020-08-18;40;37;77;1062;1024;2087;39;1005784
84;2020-08-18;28;32;60;862;804;1666;49;1035354
84;2020-08-18;17;19;36;830;726;1556;59;1044459
84;2020-08-18;13;5;18;626;566;1192;69;926660
84;2020-08-18;5;8;13;424;488;912;79;687362
84;2020-08-18;4;0;4;331;261;592;89;387722
84;2020-08-18;2;1;3;217;69;286;90;109865
84;2020-08-18;195;214;409;6730;6321;13064;0;8032377
93;2020-08-18;12;10;22;256;292;548;09;551927
93;2020-08-18;40;20;60;812;749;1566;19;576838
93;2020-08-18;141;148;289;2276;1892;4170;29;509956
93;2020-08-18;58;68;126;1611;1522;3135;39;599102
93;2020-08-18;64;68;132;1513;1194;2710;49;631386
93;2020-08-18;35;44;79;1403;1133;2538;59;678493
93;2020-08-18;20;18;38;977;910;1888;69;632786
93;2020-08-18;8;14;22;686;688;1376;79;509519
93;2020-08-18;11;7;18;524;372;896;89;284990
93;2020-08-18;5;3;8;372;119;491;90;80654
93;2020-08-18;394;400;794;10431;8871;19322;0;5055651
94;2020-08-18;0;0;0;6;7;13;09;33744
94;2020-08-18;1;0;1;35;44;79;19;34811
94;2020-08-18;0;0;0;75;66;141;29;33361
94;2020-08-18;3;0;3;56;37;93;39;43624
94;2020-08-18;0;0;0;60;53;113;49;45205
94;2020-08-18;0;0;0;66;48;114;59;47970
94;2020-08-18;1;1;2;66;56;122;69;45095
94;2020-08-18;0;0;0;65;57;122;79;36685
94;2020-08-18;0;0;0;26;21;47;89;19405
94;2020-08-18;0;0;0;9;1;10;90;4779
94;2020-08-18;5;1;6;464;390;854;0;344679
01;2020-08-19;0;0;0;4;7;11;09;40134
01;2020-08-19;4;3;7;60;65;125;19;50483
01;2020-08-19;18;12;30;104;90;194;29;34558
01;2020-08-19;8;9;17;102;91;193;39;37149
01;2020-08-19;3;2;5;110;56;166;49;48928
01;2020-08-19;4;1;5;135;74;209;59;60524
01;2020-08-19;0;4;4;96;69;165;69;51113
01;2020-08-19;0;0;0;32;26;58;79;33062
01;2020-08-19;0;0;0;9;3;12;89;16008
01;2020-08-19;0;0;0;1;2;3;90;4920
01;2020-08-19;37;31;68;653;483;1137;0;376879
02;2020-08-19;1;0;1;16;17;33;09;33991
02;2020-08-19;0;0;0;61;43;104;19;43014
02;2020-08-19;2;1;3;98;82;181;29;31496
02;2020-08-19;1;2;3;110;83;193;39;34280
02;2020-08-19;1;0;1;107;72;179;49;42967
02;2020-08-19;4;3;7;127;87;214;59;62671
02;2020-08-19;2;1;3;50;41;91;69;52556
