dep;jour;P;T;cl_age90;pop
02;2021-07-04;0;7;90;6917
02;2021-07-04;4;156;0;526050
02;2021-07-05;1;72;09;62312
02;2021-07-05;2;229;19;67540
02;2021-07-05;1;174;29;51443
02;2021-07-05;4;199;39;62599
02;2021-07-05;0;172;49;64812
02;2021-07-05;4;186;59;70352
02;2021-07-05;0;194;69;69077
02;2021-07-05;0;192;79;45371
02;2021-07-05;0;97;89;25627
02;2021-07-05;0;26;90;6917
02;2021-07-05;12;1541;0;526050
02;2021-07-06;0;75;09;62312
02;2021-07-06;2;203;19;67540
02;2021-07-06;3;162;29;51443
02;2021-07-06;3;160;39;62599
02;2021-07-06;2;141;49;64812
02;2021-07-06;1;145;59;70352
02;2021-07-06;0;140;69;69077
02;2021-07-06;0;104;79;45371
02;2021-07-06;0;59;89;25627
02;2021-07-06;0;26;90;6917
02;2021-07-06;11;1219;0;526050
02;2021-07-07;0;55;09;62312
02;2021-07-07;2;228;19;67540
02;2021-07-07;6;189;29;51443
02;2021-07-07;4;180;39;62599
02;2021-07-07;1;144;49;64812
02;2021-07-07;2;138;59;70352
02;2021-07-07;0;90;69;69077
02;2021-07-07;0;80;79;45371
02;2021-07-07;0;57;89;25627
02;2021-07-07;0;25;90;6917
02;2021-07-07;15;1186;0;526050
02;2021-07-08;0;78;09;62312
02;2021-07-08;3;333;19;67540
02;2021-07-08;3;269;29;51443
02;2021-07-08;2;210;39;62599
02;2021-07-08;3;222;49;64812
02;2021-07-08;1;134;59;70352
02;2021-07-08;1;97;69;69077
02;2021-07-08;0;58;79;45371
02;2021-07-08;0;39;89;25627
02;2021-07-08;0;20;90;6917
02;2021-07-08;13;1460;0;526050
02;2021-07-09;0;70;09;62312
02;2021-07-09;0;380;19;67540
02;2021-07-09;3;422;29;51443
02;2021-07-09;2;285;39;62599
02;2021-07-09;2;265;49;64812
02;2021-07-09;1;189;59;70352
02;2021-07-09;0;155;69;69077
02;2021-07-09;1;103;79;45371
02;2021-07-09;1;70;89;25627
02;2021-07-09;0;33;90;6917
02;2021-07-09;10;1973;0;526050
02;2021-07-10;1;79;09;62312
02;2021-07-10;1;310;19;67540
02;2021-07-10;3;373;29;51443
02;2021-07-10;4;223;39;62599
02;2021-07-10;0;179;49;64812
02;2021-07-10;0;166;59;70352
02;2021-07-10;0;112;69;69077
02;2021-07-10;1;85;79;45371
02;2021-07-10;1;47;89;25627
02;2021-07-10;0;15;90;6917
02;2021-07-10;11;1589;0;526050
02;2021-07-11;0;14;09;62312
02;2021-07-11;2;37;19;67540
02;2021-07-11;2;77;29;51443
02;2021-07-11;1;35;39;62599
02;2021-07-11;0;37;49;64812
02;2021-07-11;1;24;59;70352
02;2021-07-11;0;15;69;69077
02;2021-07-11;0;22;79;45371
02;2021-07-11;0;12;89;25627
02;2021-07-11;0;3;90;6917
02;2021-07-11;6;276;0;526050
02;2021-07-12;0;57;09;62312
02;2021-07-12;3;255;19;67540
02;2021-07-12;6;233;29;51443
02;2021-07-12;1;190;39;62599
02;2021-07-12;0;202;49;64812
02;2021-07-12;1;162;59;70352
02;2021-07-12;0;150;69;69077
02;2021-07-12;0;101;79;45371
02;2021-07-12;0;67;89;25627
02;2021-07-12;0;27;90;6917
02;2021-07-12;11;1444;0;526050
02;2021-07-13;2;66;09;62312
02;2021-07-13;9;336;19;67540
02;2021-07-13;8;279;29;51443
02;2021-07-13;4;204;39;62599
02;2021-07-13;5;226;49;64812
02;2021-07-13;1;167;59;70352
02;2021-07-13;0;167;69;69077
02;2021-07-13;1;103;79;45371
02;2021-07-13;1;66;89;25627
02;2021-07-13;0;28;90;6917
02;2021-07-13;31;1642;0;526050
02;2021-07-14;0;11;09;62312
02;2021-07-14;1;53;19;67540
02;2021-07-14;1;92;29;51443
02;2021-07-14;1;47;39;62599
02;2021-07-14;0;27;49;64812
02;2021-07-14;1;34;59;70352
02;2021-07-14;1;13;69;69077
02;2021-07-14;1;19;79;45371
02;2021-07-14;1;19;89;25627
02;2021-07-14;0;2;90;6917
02;2021-07-14;7;318;0;526050
02;2021-07-15;1;75;09;62312
02;2021-07-15;5;353;19;67540
02;2021-07-15;8;301;29;51443
02;2021-07-15;7;288;39;62599
02;2021-07-15;0;245;49;64812
02;2021-07-15;4;194;59;70352
02;2021-07-15;0;126;69;69077
02;2021-07-15;0;107;79;45371
02;2021-07-15;0;60;89;25627
02;2021-07-15;0;18;90;6917
02;2021-07-15;25;1768;0;526050
02;2021-07-16;2;71;09;62312
02;2021-07-16;7;437;19;67540
02;2021-07-16;4;418;29;51443
02;2021-07-16;5;309;39;62599
02;2021-07-16;4;233;49;64812
02;2021-07-16;2;194;59;70352
02;2021-07-16;1;150;69;69077
02;2021-07-16;1;121;79;45371
02;2021-07-16;1;57;89;25627
02;2021-07-16;0;23;90;6917
02;2021-07-16;27;2013;0;526050
02;2021-07-17;1;57;09;62312
02;2021-07-17;8;313;19;67540
02;2021-07-17;7;376;29;51443
02;2021-07-17;11;220;39;62599
02;2021-07-17;7;156;49;64812
02;2021-07-17;2;146;59;70352
02;2021-07-17;2;141;69;69077
02;2021-07-17;0;87;79;45371
02;2021-07-17;0;70;89;25627
02;2021-07-17;0;17;90;6917
02;2021-07-17;38;1585;0;526050
02;2021-07-18;0;13;09;62312
02;2021-07-18;0;51;19;67540
02;2021-07-18;1;122;29;51443
02;2021-07-18;0;47;39;62599
02;2021-07-18;1;29;49;64812
02;2021-07-18;0;19;59;70352
02;2021-07-18;2;17;69;69077
02;2021-07-18;0;19;79;45371
02;2021-07-18;0;17;89;25627
02;2021-07-18;0;7;90;6917
02;2021-07-18;4;343;0;526050
02;2021-07-19;2;70;09;62312
02;2021-07-19;40;316;19;67540
02;2021-07-19;17;272;29;51443
02;2021-07-19;7;274;39;62599
02;2021-07-19;6;236;49;64812
02;2021-07-19;5;186;59;70352
02;2021-07-19;3;188;69;69077
02;2021-07-19;7;171;79;45371
02;2021-07-19;0;93;89;25627
02;2021-07-19;0;39;90;6917
02;2021-07-19;87;1845;0;526050
02;2021-07-20;3;49;09;62312
02;2021-07-20;24;291;19;67540
02;2021-07-20;6;351;29;51443
02;2021-07-20;11;320;39;62599
02;2021-07-20;10;259;49;64812
02;2021-07-20;3;196;59;70352
02;2021-07-20;3;140;69;69077
02;2021-07-20;3;136;79;45371
02;2021-07-20;0;61;89;25627
02;2021-07-20;0;27;90;6917
02;2021-07-20;63;1830;0;526050
02;2021-07-21;2;56;09;62312
02;2021-07-21;16;344;19;67540
02;2021-07-21;17;453;29;51443
02;2021-07-21;16;437;39;62599
02;2021-07-21;3;258;49;64812
02;2021-07-21;5;196;59;70352
02;2021-07-21;0;144;69;69077
02;2021-07-21;0;79;79;45371
02;2021-07-21;2;64;89;25627
02;2021-07-21;0;27;90;6917
02;2021-07-21;61;2059;0;526050
02;2021-07-22;0;47;09;62312
02;2021-07-22;11;316;19;67540
02;2021-07-22;13;458;29;51443
02;2021-07-22;5;393;39;62599
02;2021-07-22;2;245;49;64812
02;2021-07-22;4;176;59;70352
02;2021-07-22;0;100;69;69077
02;2021-07-22;1;71;79;45371
02;2021-07-22;2;52;89;25627
02;2021-07-22;1;42;90;6917
02;2021-07-22;39;1900;0;526050
02;2021-07-23;2;62;09;62312
02;2021-07-23;10;484;19;67540
02;2021-07-23;13;834;29;51443
02;2021-07-23;7;735;39;62599
02;2021-07-23;4;534;49;64812
02;2021-07-23;4;289;59;70352
02;2021-07-23;0;203;69;69077
02;2021-07-23;2;98;79;45371
02;2021-07-23;2;58;89;25627
02;2021-07-23;0;24;90;6917
02;2021-07-23;44;3322;0;526050
02;2021-07-24;2;55;09;62312
02;2021-07-24;12;424;19;67540
02;2021-07-24;7;752;29;51443
02;2021-07-24;7;545;39;62599
02;2021-07-24;5;343;49;64812
02;2021-07-24;5;202;59;70352
02;2021-07-24;0;142;69;69077
02;2021-07-24;2;120;79;45371
02;2021-07-24;2;56;89;25627
02;2021-07-24;0;14;90;6917
02;2021-07-24;42;2653;0;526050
02;2021-07-25;0;15;09;62312
02;2021-07-25;3;69;19;67540
02;2021-07-25;3;125;29;51443
02;2021-07-25;0;73;39;62599
02;2021-07-25;0;42;49;64812
02;2021-07-25;0;31;59;70352
02;2021-07-25;0;23;69;69077
02;2021-07-25;0;12;79;45371
02;2021-07-25;0;25;89;25627
02;2021-07-25;0;5;90;6917
02;2021-07-25;6;420;0;526050
02;2021-07-26;1;91;09;62312
02;2021-07-26;21;418;19;67540
02;2021-07-26;16;554;29;51443
02;2021-07-26;14;496;39;62599
02;2021-07-26;8;373;49;64812
02;2021-07-26;11;274;59;70352
02;2021-07-26;6;224;69;69077
02;2021-07-26;2;176;79;45371
02;2021-07-26;3;88;89;25627
02;2021-07-26;1;36;90;6917
02;2021-07-26;83;2730;0;526050
02;2021-07-27;1;60;09;62312
02;2021-07-27;11;315;19;67540
02;2021-07-27;14;474;29;51443
02;2021-07-27;12;439;39;62599
02;2021-07-27;8;334;49;64812
02;2021-07-27;1;224;59;70352
02;2021-07-27;2;148;69;69077
02;2021-07-27;1;107;79;45371
02;2021-07-27;0;82;89;25627
02;2021-07-27;1;70;90;6917
02;2021-07-27;51;2255;0;526050
02;2021-07-28;1;66;09;62312
02;2021-07-28;14;343;19;67540
02;2021-07-28;15;497;29;51443
02;2021-07-28;9;416;39;62599
02;2021-07-28;7;321;49;64812
02;2021-07-28;9;197;59;70352
02;2021-07-28;5;164;69;69077
02;2021-07-28;1;96;79;45371
02;2021-07-28;0;66;89;25627
02;2021-07-28;0;22;90;6917
02;2021-07-28;61;2189;0;526050
02;2021-07-29;4;90;09;62312
02;2021-07-29;13;383;19;67540
02;2021-07-29;8;551;29;51443
02;2021-07-29;9;507;39;62599
02;2021-07-29;10;378;49;64812
02;2021-07-29;1;203;59;70352
02;2021-07-29;1;128;69;69077
02;2021-07-29;3;86;79;45371
02;2021-07-29;0;37;89;25627
02;2021-07-29;0;32;90;6917
02;2021-07-29;49;2395;0;526050
02;2021-07-30;6;105;09;62312
02;2021-07-30;16;615;19;67540
02;2021-07-30;16;875;29;51443
02;2021-07-30;15;940;39;62599
02;2021-07-30;12;611;49;64812
02;2021-07-30;2;352;59;70352
02;2021-07-30;3;189;69;69077
02;2021-07-30;3;113;79;45371
02;2021-07-30;1;54;89;25627
02;2021-07-30;1;16;90;6917
02;2021-07-30;75;3870;0;526050
02;2021-07-31;4;79;09;62312
02;2021-07-31;10;485;19;67540
02;2021-07-31;12;691;29;51443
02;2021-07-31;4;601;39;62599
02;2021-07-31;8;404;49;64812
02;2021-07-31;2;273;59;70352
02;2021-07-31;4;139;69;69077
02;2021-07-31;1;68;79;45371
02;2021-07-31;1;49;89;25627
02;2021-07-31;1;11;90;6917
02;2021-07-31;47;2802;0;526050
02;2021-08-01;0;14;09;62312
02;2021-08-01;2;87;19;67540
02;2021-08-01;4;163;29;51443
02;2021-08-01;3;77;39;62599
02;2021-08-01;0;62;49;64812
02;2021-08-01;1;30;59;70352
02;2021-08-01;1;30;69;69077
02;2021-08-01;0;25;79;45371
02;2021-08-01;0;12;89;25627
02;2021-08-01;0;1;90;6917
02;2021-08-01;11;501;0;526050
02;2021-08-02;7;80;09;62312
02;2021-08-02;27;432;19;67540
02;2021-08-02;21;608;29;51443
02;2021-08-02;16;578;39;62599
02;2021-08-02;6;392;49;64812
02;2021-08-02;6;267;59;70352
02;2021-08-02;4;248;69;69077
02;2021-08-02;1;126;79;45371
02;2021-08-02;1;79;89;25627
02;2021-08-02;0;35;90;6917
02;2021-08-02;89;2847;0;526050
02;2021-08-03;7;69;09;62312
02;2021-08-03;15;344;19;67540
02;2021-08-03;11;502;29;51443
02;2021-08-03;14;480;39;62599
02;2021-08-03;10;326;49;64812
02;2021-08-03;7;203;59;70352
02;2021-08-03;2;159;69;69077
02;2021-08-03;2;111;79;45371
02;2021-08-03;0;68;89;25627
02;2021-08-03;0;27;90;6917
02;2021-08-03;68;2292;0;526050
02;2021-08-04;1;73;09;62312
02;2021-08-04;17;313;19;67540
02;2021-08-04;5;530;29;51443
02;2021-08-04;8;518;39;62599
02;2021-08-04;7;334;49;64812
02;2021-08-04;4;228;59;70352
02;2021-08-04;6;155;69;69077
02;2021-08-04;1;93;79;45371
02;2021-08-04;1;52;89;25627
02;2021-08-04;0;29;90;6917
02;2021-08-04;50;2325;0;526050
02;2021-08-05;2;71;09;62312
02;2021-08-05;19;414;19;67540
02;2021-08-05;16;585;29;51443
02;2021-08-05;18;540;39;62599
02;2021-08-05;19;386;49;64812
02;2021-08-05;5;225;59;70352
02;2021-08-05;10;153;69;69077
02;2021-08-05;5;74;79;45371
02;2021-08-05;2;44;89;25627
02;2021-08-05;1;16;90;6917
02;2021-08-05;97;2508;0;526050
02;2021-08-06;6;77;09;62312
02;2021-08-06;13;504;19;67540
02;2021-08-06;7;978;29;51443
02;2021-08-06;11;876;39;62599
02;2021-08-06;14;588;49;64812
02;2021-08-06;7;330;59;70352
02;2021-08-06;4;196;69;69077
02;2021-08-06;6;83;79;45371
02;2021-08-06;2;50;89;25627
02;2021-08-06;0;21;90;6917
02;2021-08-06;70;3704;0;526050
02;2021-08-07;4;64;09;62312
02;2021-08-07;13;436;19;67540
02;2021-08-07;10;798;29;51443
02;2021-08-07;11;719;39;62599
02;2021-08-07;8;428;49;64812
02;2021-08-07;4;251;59;70352
02;2021-08-07;3;164;69;69077
02;2021-08-07;0;106;79;45371
02;2021-08-07;2;44;89;25627
02;2021-08-07;0;12;90;6917
02;2021-08-07;55;3022;0;526050
02;2021-08-08;0;11;09;62312
02;2021-08-08;4;109;19;67540
02;2021-08-08;3;261;29;51443
02;2021-08-08;3;108;39;62599
02;2021-08-08;1;66;49;64812
02;2021-08-08;1;47;59;70352
02;2021-08-08;0;27;69;69077
02;2021-08-08;0;19;79;45371
02;2021-08-08;0;14;89;25627
02;2021-08-08;0;2;90;6917
02;2021-08-08;12;665;0;526050
02;2021-08-09;14;64;09;62312
02;2021-08-09;17;543;19;67540
02;2021-08-09;11;1039;29;51443
02;2021-08-09;11;1065;39;62599
02;2021-08-09;12;699;49;64812
02;2021-08-09;7;480;59;70352
02;2021-08-09;8;281;69;69077
02;2021-08-09;4;177;79;45371
02;2021-08-09;0;75;89;25627
02;2021-08-09;0;29;90;6917
02;2021-08-09;84;4454;0;526050
02;2021-08-10;11;54;09;62312
02;2021-08-10;17;489;19;67540
02;2021-08-10;14;911;29;51443
02;2021-08-10;17;966;39;62599
02;2021-08-10;9;596;49;64812
02;2021-08-10;7;356;59;70352
02;2021-08-10;9;265;69;69077
02;2021-08-10;2;140;79;45371
02;2021-08-10;0;71;89;25627
02;2021-08-10;1;36;90;6917
02;2021-08-10;87;3884;0;526050
02;2021-08-11;2;40;09;62312
02;2021-08-11;17;451;19;67540
02;2021-08-11;17;935;29;51443
02;2021-08-11;11;940;39;62599
02;2021-08-11;13;591;49;64812
02;2021-08-11;6;319;59;70352
02;2021-08-11;7;227;69;69077
02;2021-08-11;3;114;79;45371
02;2021-08-11;2;64;89;25627
02;2021-08-11;2;40;90;6917
02;2021-08-11;80;3721;0;526050
02;2021-08-12;4;49;09;62312
02;2021-08-12;12;511;19;67540
02;2021-08-12;11;1086;29;51443
02;2021-08-12;13;987;39;62599
02;2021-08-12;10;639;49;64812
02;2021-08-12;8;398;59;70352
02;2021-08-12;5;237;69;69077
02;2021-08-12;2;107;79;45371
02;2021-08-12;1;60;89;25627
02;2021-08-12;0;24;90;6917
02;2021-08-12;66;4098;0;526050
02;2021-08-13;3;49;09;62312
02;2021-08-13;10;608;19;67540
02;2021-08-13;14;1330;29;51443
02;2021-08-13;10;1249;39;62599
02;2021-08-13;10;799;49;64812
02;2021-08-13;8;506;59;70352
02;2021-08-13;4;246;69;69077
02;2021-08-13;1;142;79;45371
02;2021-08-13;2;76;89;25627
02;2021-08-13;1;33;90;6917
02;2021-08-13;63;5038;0;526050
02;2021-08-14;12;44;09;62312
02;2021-08-14;20;621;19;67540
02;2021-08-14;14;1328;29;51443
02;2021-08-14;11;1098;39;62599
02;2021-08-14;9;662;49;64812
02;2021-08-14;4;405;59;70352
02;2021-08-14;7;222;69;69077
02;2021-08-14;4;128;79;45371
02;2021-08-14;1;44;89;25627
02;2021-08-14;1;27;90;6917
02;2021-08-14;83;4581;0;526050
02;2021-08-15;0;9;09;62312
02;2021-08-15;3;89;19;67540
02;2021-08-15;4;234;29;51443
02;2021-08-15;2;110;39;62599
02;2021-08-15;0;90;49;64812
02;2021-08-15;2;47;59;70352
02;2021-08-15;1;25;69;69077
02;2021-08-15;1;17;79;45371
02;2021-08-15;0;17;89;25627
02;2021-08-15;1;6;90;6917
02;2021-08-15;14;645;0;526050
02;2021-08-16;9;72;09;62312
02;2021-08-16;26;584;19;67540
02;2021-08-16;16;1194;29;51443
02;2021-08-16;24;1068;39;62599
02;2021-08-16;9;736;49;64812
02;2021-08-16;11;491;59;70352
02;2021-08-16;3;305;69;69077
02;2021-08-16;3;202;79;45371
02;2021-08-16;0;102;89;25627
02;2021-08-16;0;25;90;6917
02;2021-08-16;101;4781;0;526050
02;2021-08-17;9;43;09;62312
02;2021-08-17;23;373;19;67540
02;2021-08-17;11;882;29;51443
02;2021-08-17;14;851;39;62599
02;2021-08-17;13;595;49;64812
02;2021-08-17;5;392;59;70352
02;2021-08-17;5;257;69;69077
02;2021-08-17;5;141;79;45371
02;2021-08-17;0;77;89;25627
02;2021-08-17;0;34;90;6917
02;2021-08-17;85;3645;0;526050
02;2021-08-18;9;57;09;62312
02;2021-08-18;14;382;19;67540
02;2021-08-18;14;856;29;51443
02;2021-08-18;10;842;39;62599
02;2021-08-18;8;541;49;64812
02;2021-08-18;2;340;59;70352
02;2021-08-18;2;189;69;69077
02;2021-08-18;4;125;79;45371
02;2021-08-18;1;55;89;25627
02;2021-08-18;0;20;90;6917
02;2021-08-18;64;3408;0;526050
02;2021-08-19;6;45;09;62312
02;2021-08-19;8;447;19;67540
02;2021-08-19;11;867;29;51443
02;2021-08-19;7;917;39;62599
02;2021-08-19;13;578;49;64812
02;2021-08-19;4;343;59;70352
02;2021-08-19;1;230;69;69077
02;2021-08-19;4;106;79;45371
02;2021-08-19;4;54;89;25627
02;2021-08-19;3;43;90;6917
02;2021-08-19;61;3630;0;526050
02;2021-08-20;3;61;09;62312
02;2021-08-20;10;548;19;67540
02;2021-08-20;19;1305;29;51443
02;2021-08-20;15;1242;39;62599
02;2021-08-20;6;783;49;64812
02;2021-08-20;6;505;59;70352
02;2021-08-20;6;321;69;69077
02;2021-08-20;1;160;79;45371
02;2021-08-20;3;108;89;25627
02;2021-08-20;2;70;90;6917
02;2021-08-20;71;5105;0;526050
02;2021-08-21;3;33;09;62312
02;2021-08-21;7;415;19;67540
02;2021-08-21;11;1083;29;51443
02;2021-08-21;12;847;39;62599
02;2021-08-21;3;510;49;64812
02;2021-08-21;4;364;59;70352
02;2021-08-21;6;205;69;69077
02;2021-08-21;1;130;79;45371
02;2021-08-21;2;59;89;25627
02;2021-08-21;1;32;90;6917
02;2021-08-21;50;3679;0;526050
02;2021-08-22;0;13;09;62312
02;2021-08-22;0;86;19;67540
02;2021-08-22;0;212;29;51443
02;2021-08-22;5;133;39;62599
02;2021-08-22;2;68;49;64812
02;2021-08-22;0;52;59;70352
02;2021-08-22;1;29;69;69077
02;2021-08-22;0;20;79;45371
02;2021-08-22;0;19;89;25627
02;2021-08-22;0;5;90;6917
02;2021-08-22;8;638;0;526050
02;2021-08-23;8;71;09;62312
02;2021-08-23;16;381;19;67540
02;2021-08-23;17;871;29;51443
02;2021-08-23;14;944;39;62599
02;2021-08-23;11;635;49;64812
02;2021-08-23;20;489;59;70352
02;2021-08-23;3;343;69;69077
02;2021-08-23;4;204;79;45371
02;2021-08-23;3;119;89;25627
02;2021-08-23;0;53;90;6917
02;2021-08-23;96;4111;0;526050
02;2021-08-24;6;56;09;62312
02;2021-08-24;22;392;19;67540
02;2021-08-24;22;785;29;51443
02;2021-08-24;13;805;39;62599
02;2021-08-24;8;499;49;64812
02;2021-08-24;12;391;59;70352
02;2021-08-24;3;249;69;69077
02;2021-08-24;3;133;79;45371
02;2021-08-24;3;92;89;25627
02;2021-08-24;1;39;90;6917
02;2021-08-24;93;3441;0;526050
02;2021-08-25;6;57;09;62312
02;2021-08-25;11;320;19;67540
02;2021-08-25;11;720;29;51443
02;2021-08-25;20;651;39;62599
02;2021-08-25;10;443;49;64812
02;2021-08-25;7;298;59;70352
02;2021-08-25;4;234;69;69077
02;2021-08-25;1;132;79;45371
02;2021-08-25;1;73;89;25627
02;2021-08-25;0;27;90;6917
02;2021-08-25;71;2956;0;526050
02;2021-08-26;2;41;09;62312
02;2021-08-26;15;330;19;67540
02;2021-08-26;16;747;29;51443
02;2021-08-26;9;763;39;62599
02;2021-08-26;10;445;49;64812
02;2021-08-26;8;330;59;70352
02;2021-08-26;4;225;69;69077
02;2021-08-26;2;122;79;45371
02;2021-08-26;0;81;89;25627
02;2021-08-26;0;58;90;6917
02;2021-08-26;66;3142;0;526050
02;2021-08-27;4;63;09;62312
02;2021-08-27;17;567;19;67540
02;2021-08-27;17;1278;29;51443
02;2021-08-27;13;1145;39;62599
02;2021-08-27;10;707;49;64812
02;2021-08-27;9;496;59;70352
02;2021-08-27;5;310;69;69077
02;2021-08-27;3;173;79;45371
02;2021-08-27;0;117;89;25627
02;2021-08-27;2;66;90;6917
02;2021-08-27;80;4922;0;526050
02;2021-08-28;2;53;09;62312
02;2021-08-28;15;444;19;67540
02;2021-08-28;5;1098;29;51443
02;2021-08-28;11;929;39;62599
02;2021-08-28;7;559;49;64812
02;2021-08-28;11;403;59;70352
02;2021-08-28;5;239;69;69077
02;2021-08-28;2;143;79;45371
02;2021-08-28;0;58;89;25627
02;2021-08-28;0;18;90;6917
02;2021-08-28;58;3944;0;526050
02;2021-08-29;1;5;09;62312
02;2021-08-29;2;53;19;67540
02;2021-08-29;0;130;29;51443
02;2021-08-29;0;100;39;62599
02;2021-08-29;1;45;49;64812
02;2021-08-29;1;44;59;70352
02;2021-08-29;0;38;69;69077
02;2021-08-29;0;25;79;45371
02;2021-08-29;1;18;89;25627
02;2021-08-29;0;6;90;6917
02;2021-08-29;6;464;0;526050
02;2021-08-30;7;67;09;62312
02;2021-08-30;10;307;19;67540
02;2021-08-30;15;827;29;51443
02;2021-08-30;21;817;39;62599
02;2021-08-30;5;553;49;64812
02;2021-08-30;9;428;59;70352
02;2021-08-30;1;323;69;69077
02;2021-08-30;3;254;79;45371
02;2021-08-30;3;135;89;25627
02;2021-08-30;2;40;90;6917
02;2021-08-30;76;3755;0;526050
02;2021-08-31;1;30;09;62312
02;2021-08-31;6;214;19;67540
02;2021-08-31;12;664;29;51443
02;2021-08-31;5;568;39;62599
02;2021-08-31;8;381;49;64812
02;2021-08-31;5;323;59;70352
02;2021-08-31;2;225;69;69077
02;2021-08-31;5;167;79;45371
02;2021-08-31;2;83;89;25627
02;2021-08-31;1;32;90;6917
02;2021-08-31;47;2689;0;526050
02;2021-09-01;4;51;09;62312
02;2021-09-01;5;230;19;67540
02;2021-09-01;22;550;29;51443
02;2021-09-01;9;501;39;62599
02;2021-09-01;7;342;49;64812
02;2021-09-01;2;267;59;70352
02;2021-09-01;8;223;69;69077
02;2021-09-01;2;132;79;45371
02;2021-09-01;1;106;89;25627
02;2021-09-01;0;34;90;6917
02;2021-09-01;60;2436;0;526050
02;2021-09-02;2;39;09;62312
02;2021-09-02;8;231;19;67540
02;2021-09-02;10;687;29;51443
02;2021-09-02;5;596;39;62599
02;2021-09-02;2;375;49;64812
02;2021-09-02;5;320;59;70352
02;2021-09-02;2;193;69;69077
02;2021-09-02;1;98;79;45371
02;2021-09-02;0;68;89;25627
02;2021-09-02;0;55;90;6917
02;2021-09-02;35;2663;0;526050
02;2021-09-03;1;38;09;62312
02;2021-09-03;7;373;19;67540
02;2021-09-03;5;1266;29;51443
02;2021-09-03;7;1152;39;62599
02;2021-09-03;8;693;49;64812
02;2021-09-03;1;503;59;70352
02;2021-09-03;2;335;69;69077
02;2021-09-03;3;190;79;45371
02;2021-09-03;2;82;89;25627
02;2021-09-03;0;32;90;6917
02;2021-09-03;36;4665;0;526050
02;2021-09-04;1;42;09;62312
02;2021-09-04;0;374;19;67540
02;2021-09-04;5;1096;29;51443
02;2021-09-04;4;952;39;62599
02;2021-09-04;3;539;49;64812
02;2021-09-04;4;398;59;70352
02;2021-09-04;4;284;69;69077
02;2021-09-04;0;163;79;45371
02;2021-09-04;0;64;89;25627
02;2021-09-04;0;26;90;6917
02;2021-09-04;21;3938;0;526050
02;2021-09-05;0;19;09;62312
02;2021-09-05;0;55;19;67540
02;2021-09-05;3;216;29;51443
02;2021-09-05;0;158;39;62599
02;2021-09-05;0;90;49;64812
02;2021-09-05;0;52;59;70352
02;2021-09-05;0;52;69;69077
02;2021-09-05;0;24;79;45371
02;2021-09-05;0;17;89;25627
02;2021-09-05;0;3;90;6917
02;2021-09-05;3;686;0;526050
02;2021-09-06;9;83;09;62312
02;2021-09-06;9;212;19;67540
02;2021-09-06;7;615;29;51443
02;2021-09-06;9;708;39;62599
02;2021-09-06;6;500;49;64812
02;2021-09-06;4;459;59;70352
02;2021-09-06;4;338;69;69077
02;2021-09-06;4;288;79;45371
02;2021-09-06;0;119;89;25627
02;2021-09-06;0;45;90;6917
02;2021-09-06;52;3367;0;526050
02;2021-09-07;4;80;09;62312
02;2021-09-07;2;234;19;67540
02;2021-09-07;7;531;29;51443
02;2021-09-07;5;555;39;62599
02;2021-09-07;4;351;49;64812
02;2021-09-07;4;336;59;70352
02;2021-09-07;2;261;69;69077
02;2021-09-07;1;187;79;45371
02;2021-09-07;0;106;89;25627
02;2021-09-07;0;56;90;6917
02;2021-09-07;29;2697;0;526050
02;2021-09-08;5;66;09;62312
02;2021-09-08;4;209;19;67540
02;2021-09-08;3;489;29;51443
02;2021-09-08;5;505;39;62599
02;2021-09-08;1;314;49;64812
02;2021-09-08;2;262;59;70352
02;2021-09-08;0;195;69;69077
02;2021-09-08;0;151;79;45371
02;2021-09-08;1;70;89;25627
02;2021-09-08;0;28;90;6917
02;2021-09-08;21;2289;0;526050
02;2021-09-09;7;109;09;62312
02;2021-09-09;1;217;19;67540
02;2021-09-09;3;626;29;51443
02;2021-09-09;2;595;39;62599
02;2021-09-09;3;399;49;64812
02;2021-09-09;3;314;59;70352
02;2021-09-09;1;187;69;69077
02;2021-09-09;1;103;79;45371
02;2021-09-09;0;65;89;25627
02;2021-09-09;0;27;90;6917
02;2021-09-09;21;2642;0;526050
02;2021-09-10;4;95;09;62312
02;2021-09-10;7;333;19;67540
02;2021-09-10;4;983;29;51443
02;2021-09-10;8;901;39;62599
02;2021-09-10;2;565;49;64812
02;2021-09-10;1;428;59;70352
02;2021-09-10;0;275;69;69077
02;2021-09-10;0;164;79;45371
02;2021-09-10;0;78;89;25627
02;2021-09-10;1;35;90;6917
02;2021-09-10;27;3857;0;526050
02;2021-09-11;1;68;09;62312
02;2021-09-11;0;335;19;67540
02;2021-09-11;3;829;29;51443
02;2021-09-11;6;710;39;62599
02;2021-09-11;0;449;49;64812
02;2021-09-11;1;384;59;70352
02;2021-09-11;2;242;69;69077
02;2021-09-11;2;150;79;45371
02;2021-09-11;0;58;89;25627
02;2021-09-11;1;15;90;6917
02;2021-09-11;16;3241;0;526050
02;2021-09-12;1;16;09;62312
02;2021-09-12;1;72;19;67540
02;2021-09-12;1;163;29;51443
02;2021-09-12;0;104;39;62599
02;2021-09-12;1;59;49;64812
02;2021-09-12;0;46;59;70352
02;2021-09-12;0;29;69;69077
02;2021-09-12;0;20;79;45371
02;2021-09-12;0;19;89;25627
02;2021-09-12;0;6;90;6917
02;2021-09-12;4;534;0;526050
